id,name_ja,name_en,type_primary,type_secondary,color,shape,genus_ja,rarity,type_1,type_2,motif_1,motif_2,motif_3,motif_4,texture_1,texture_2,texture_3,texture_4,texture_5,expression_1,expression_2,decoration_1,decoration_2,decoration_3,atmosphere_1,atmosphere_2,atmosphere_3
680,ニダンギル,doublade,はがね,ゴースト,brown,heads,とうけんポケモン,通常,はがね,ゴースト,きんぞく・メカ,ゴースト・れいたい,,,きんぞく・メタリック,ねばねば・ぷにぷに,もや・はんとうめい,,,ものしずか・クール,,ふくすうのあたま,もや・かげ,とげ・こうぶつ結晶,かっこいい,ミステリアス,
681,ギルガルド,aegislash,はがね,ゴースト,brown,blob,おうけんポケモン,通常,はがね,ゴースト,きんぞく・メカ,ゴースト・れいたい,スライム・ぶよぶよ,,きんぞく・メタリック,ねばねば・ぷにぷに,もや・はんとうめい,,,ものしずか・クール,とぼけた・ユニーク,シンプル・そぼく,もや・かげ,とげ・こうぶつ結晶,かっこいい,ミステリアス,
682,シュシュプ,spritzee,フェアリー,,pink,arms,こうすいポケモン,通常,フェアリー,,フェアリー・せいれい,,,,標準・なめらか,,,,,にこにこ・あどけない,,たくましいうで,ほうせき・かがやき,,かわいい,,
683,フレフワン,aromatisse,フェアリー,,pink,humanoid,ほうこうポケモン,通常,フェアリー,,ひとがた,フェアリー・せいれい,,,標準・なめらか,,,,,にこにこ・あどけない,,てあし・とくちょうてきなかお,ほうせき・かがやき,,かわいい,,
684,ペロッパフ,swirlix,フェアリー,,white,legs,わたあめポケモン,通常,フェアリー,,フェアリー・せいれい,,,,もこもこ・ふわふわ,,,,,にこにこ・あどけない,,あし・つめ,ほうせき・かがやき,,かわいい,,
685,ペロリーム,slurpuff,フェアリー,,white,humanoid,ホイップポケモン,通常,フェアリー,,ひとがた,フェアリー・せいれい,,,標準・なめらか,,,,,にこにこ・あどけない,,てあし・とくちょうてきなかお,ほうせき・かがやき,,かわいい,,
686,マーイーカ,inkay,あく,エスパー,blue,tentacles,かいてんポケモン,通常,あく,エスパー,みず・うみ,エスパー・ふしぎ,あく・やみ,スライム・ぶよぶよ,標準・なめらか,,,,,りりしい・するどい,ものしずか・クール,しょくしゅ・ひげ,ほうせき・かがやき,もや・かげ,かっこいい,ミステリアス,
687,カラマネロ,malamar,あく,エスパー,blue,blob,ぎゃくてんポケモン,通常,あく,エスパー,エスパー・ふしぎ,あく・やみ,スライム・ぶよぶよ,,ねばねば・ぷにぷに,,,,,りりしい・するどい,ものしずか・クール,シンプル・そぼく,ほうせき・かがやき,もや・かげ,かっこいい,ミステリアス,
688,カメテテ,binacle,いわ,みず,brown,heads,ふたてポケモン,通常,いわ,みず,みず・うみ,いわ・つち・こうぶつ,,,つるつる・なめらか,ごつごつ・かたい,みずみずしい・うるおい,,,ふつう・ナチュラル,,ふくすうのあたま,みずのしぶき,とげ・こうぶつ結晶,ナチュラル,,
689,ガメノデス,barbaracle,いわ,みず,brown,heads,しゅうごうポケモン,通常,いわ,みず,みず・うみ,いわ・つち・こうぶつ,,,つるつる・なめらか,ごつごつ・かたい,みずみずしい・うるおい,,,ふつう・ナチュラル,,ふくすうのあたま,みずのしぶき,とげ・こうぶつ結晶,ナチュラル,,
690,クズモー,skrelp,どく,みず,brown,blob,クサモドキポケモン,通常,どく,みず,みず・うみ,どく,スライム・ぶよぶよ,,つるつる・なめらか,ねばねば・ぷにぷに,みずみずしい・うるおい,,,とぼけた・ユニーク,,シンプル・そぼく,みずのしぶき,とげ・ぶくぶく,ナチュラル,,
691,ドラミドロ,dragalge,どく,ドラゴン,brown,blob,クサモドキポケモン,通常,どく,ドラゴン,は虫類・ドラゴン,どく,スライム・ぶよぶよ,,うろこ,ねばねば・ぷにぷに,,,,りりしい・するどい,とぼけた・ユニーク,シンプル・そぼく,とげ・ぶくぶく,つの・うろこ模様,かっこいい,,
692,ウデッポウ,clauncher,みず,,blue,armor,みずでっぽうポケモン,通常,みず,,みず・うみ,,,,つるつる・なめらか,ごつごつ・かたい,こうかく・つや甲羅,みずみずしい・うるおい,,ものしずか・クール,,よろい・こうら,みずのしぶき,,ナチュラル,,
693,ブロスター,clawitzer,みず,,blue,squiggle,ランチャーポケモン,通常,みず,,みず・うみ,スライム・ぶよぶよ,,,つるつる・なめらか,ねばねば・ぷにぷに,みずみずしい・うるおい,,,ものしずか・クール,とぼけた・ユニーク,ほそながい,みずのしぶき,,ナチュラル,,
694,エリキテル,helioptile,でんき,ノーマル,yellow,upright,はつでんポケモン,通常,でんき,ノーマル,でんき,,,,おび電・スパーク,,,,,にこにこ・あどけない,,ちょくりつのすがた,でんきの模様・ギザギザ,,かわいい,,
695,エレザード,heliolisk,でんき,ノーマル,yellow,upright,はつでんポケモン,通常,でんき,ノーマル,でんき,,,,おび電・スパーク,,,,,にこにこ・あどけない,,ちょくりつのすがた,でんきの模様・ギザギザ,,かわいい,,
696,チゴラス,tyrunt,いわ,ドラゴン,brown,upright,ようくんポケモン,通常,いわ,ドラゴン,いわ・つち・こうぶつ,は虫類・ドラゴン,,,ごつごつ・かたい,うろこ,,,,りりしい・するどい,,ちょくりつのすがた,とげ・こうぶつ結晶,つの・うろこ模様,かっこいい,,
697,ガチゴラス,tyrantrum,いわ,ドラゴン,red,upright,ぼうくんポケモン,通常,いわ,ドラゴン,いわ・つち・こうぶつ,は虫類・ドラゴン,,,ごつごつ・かたい,うろこ,,,,りりしい・するどい,,ちょくりつのすがた,とげ・こうぶつ結晶,つの・うろこ模様,かっこいい,,
698,アマルス,amaura,いわ,こおり,blue,quadruped,ツンドラポケモン,通常,いわ,こおり,こおり・ゆき,いわ・つち・こうぶつ,,,つるつる・なめらか,ごつごつ・かたい,こおり・つめたい,,,ものしずか・クール,,よつあしのすがた,こおりのけっしょう,とげ・こうぶつ結晶,ナチュラル,,
699,アマルルガ,aurorus,いわ,こおり,blue,quadruped,ツンドラポケモン,通常,いわ,こおり,こおり・ゆき,いわ・つち・こうぶつ,,,つるつる・なめらか,ごつごつ・かたい,こおり・つめたい,,,ものしずか・クール,,よつあしのすがた,こおりのけっしょう,とげ・こうぶつ結晶,ナチュラル,,
700,ニンフィア,sylveon,フェアリー,,pink,quadruped,むすびつきポケモン,通常,フェアリー,,フェアリー・せいれい,,,,もこもこ・ふわふわ,,,,,にこにこ・あどけない,,よつあしのすがた,ほうせき・かがやき,,かわいい,,
701,ルチャブル,hawlucha,かくとう,ひこう,green,humanoid,レスリングポケモン,通常,かくとう,ひこう,ひとがた,,,,標準・なめらか,,,,,りりしい・するどい,,てあし・とくちょうてきなかお,つばさ・はね,,ゆうかん,おっとり,
702,デデンネ,dedenne,でんき,フェアリー,yellow,upright,アンテナポケモン,通常,でんき,フェアリー,でんき,フェアリー・せいれい,,,おび電・スパーク,,,,,にこにこ・あどけない,,ちょくりつのすがた,でんきの模様・ギザギザ,ほうせき・かがやき,かわいい,,
703,メレシー,carbink,いわ,フェアリー,gray,ball,ほうせきポケモン,通常,いわ,フェアリー,いわ・つち・こうぶつ,フェアリー・せいれい,,,もこもこ・ふわふわ,ごつごつ・かたい,,,,にこにこ・あどけない,,まるいフォルム,ほうせき・かがやき,とげ・こうぶつ結晶,かわいい,,
704,ヌメラ,goomy,ドラゴン,,purple,squiggle,なんたいポケモン,通常,ドラゴン,,は虫類・ドラゴン,スライム・ぶよぶよ,,,うろこ,ねばねば・ぷにぷに,,,,りりしい・するどい,ものしずか・クール,ほそながい,つの・うろこ模様,,かっこいい,ミステリアス,
705,ヌメイル,sliggoo,ドラゴン,,purple,squiggle,なんたいポケモン,通常,ドラゴン,,は虫類・ドラゴン,スライム・ぶよぶよ,,,うろこ,ねばねば・ぷにぷに,,,,りりしい・するどい,ものしずか・クール,ほそながい,つの・うろこ模様,,かっこいい,ミステリアス,
706,ヌメルゴン,goodra,ドラゴン,,purple,upright,ドラゴンポケモン,通常,ドラゴン,,は虫類・ドラゴン,,,,うろこ,,,,,りりしい・するどい,ものしずか・クール,ちょくりつのすがた,つの・うろこ模様,,かっこいい,ミステリアス,
707,クレッフィ,klefki,はがね,フェアリー,gray,ball,かぎたばポケモン,通常,はがね,フェアリー,きんぞく・メカ,フェアリー・せいれい,,,もこもこ・ふわふわ,きんぞく・メタリック,,,,にこにこ・あどけない,,まるいフォルム,ほうせき・かがやき,とげ・こうぶつ結晶,かわいい,かっこいい,
708,ボクレー,phantump,ゴースト,くさ,brown,arms,きりかぶポケモン,通常,ゴースト,くさ,しょくぶつ,ゴースト・れいたい,,,ねばねば・ぷにぷに,はっぱ・しょくぶつ質,もや・はんとうめい,,,ものしずか・クール,,たくましいうで,はっぱ・はな,もや・かげ,ミステリアス,,
709,オーロット,trevenant,ゴースト,くさ,brown,tentacles,ろうぼくポケモン,通常,ゴースト,くさ,しょくぶつ,ゴースト・れいたい,スライム・ぶよぶよ,,ねばねば・ぷにぷに,はっぱ・しょくぶつ質,もや・はんとうめい,,,ものしずか・クール,とぼけた・ユニーク,しょくしゅ・ひげ,はっぱ・はな,もや・かげ,ミステリアス,,
710,バケッチャ,pumpkaboo,ゴースト,くさ,brown,ball,かぼちゃポケモン,通常,ゴースト,くさ,しょくぶつ,ゴースト・れいたい,,,ねばねば・ぷにぷに,はっぱ・しょくぶつ質,もや・はんとうめい,,,にこにこ・あどけない,ものしずか・クール,まるいフォルム,はっぱ・はな,もや・かげ,かわいい,ミステリアス,
711,パンプジン,gourgeist,ゴースト,くさ,brown,blob,かぼちゃポケモン,通常,ゴースト,くさ,しょくぶつ,ゴースト・れいたい,スライム・ぶよぶよ,,ねばねば・ぷにぷに,はっぱ・しょくぶつ質,もや・はんとうめい,,,ものしずか・クール,とぼけた・ユニーク,シンプル・そぼく,はっぱ・はな,もや・かげ,ミステリアス,,
712,カチコール,bergmite,こおり,,blue,quadruped,ひょうかいポケモン,通常,こおり,,みず・うみ,こおり・ゆき,,,つるつる・なめらか,こおり・つめたい,,,,ものしずか・クール,,よつあしのすがた,こおりのけっしょう,,ナチュラル,,
713,クレベース,avalugg,こおり,,blue,quadruped,ひょうざんポケモン,通常,こおり,,こおり・ゆき,,,,つるつる・なめらか,こおり・つめたい,,,,ものしずか・クール,,よつあしのすがた,こおりのけっしょう,,ナチュラル,,
714,オンバット,noibat,ひこう,ドラゴン,purple,wings,おんぱポケモン,通常,ひこう,ドラゴン,は虫類・ドラゴン,とり・つばさ,,,うろこ,,,,,りりしい・するどい,ものしずか・クール,つばさ・はね,つの・うろこ模様,,かっこいい,ミステリアス,
715,オンバーン,noivern,ひこう,ドラゴン,purple,wings,おんぱポケモン,通常,ひこう,ドラゴン,は虫類・ドラゴン,とり・つばさ,,,うろこ,,,,,りりしい・するどい,ものしずか・クール,つばさ・はね,つの・うろこ模様,,かっこいい,ミステリアス,
716,ゼルネアス,xerneas,フェアリー,,blue,quadruped,せいめいポケモン,伝説,フェアリー,,フェアリー・せいれい,,,,もこもこ・ふわふわ,,,,,どうどう・威厳,にこにこ・あどけない,よつあしのすがた,ほうせき・かがやき,,そうごん・でんせつ,かわいい,
717,イベルタル,yveltal,あく,ひこう,red,wings,はかいポケモン,伝説,あく,ひこう,みず・うみ,とり・つばさ,あく・やみ,,標準・なめらか,,,,,どうどう・威厳,りりしい・するどい,つばさ・はね,もや・かげ,,そうごん・でんせつ,かっこいい,ミステリアス
718,ジガルデ,zygarde,ドラゴン,じめん,green,squiggle,ちつじょポケモン,伝説,ドラゴン,じめん,いわ・つち・こうぶつ,は虫類・ドラゴン,スライム・ぶよぶよ,,ごつごつ・かたい,うろこ,ねばねば・ぷにぷに,,,どうどう・威厳,りりしい・するどい,ほそながい,とげ・こうぶつ結晶,つの・うろこ模様,そうごん・でんせつ,かっこいい,おっとり
719,ディアンシー,diancie,いわ,フェアリー,pink,arms,ほうせきポケモン,幻,いわ,フェアリー,いわ・つち・こうぶつ,フェアリー・せいれい,,,ごつごつ・かたい,もや・はんとうめい,,,,どうどう・威厳,にこにこ・あどけない,たくましいうで,ほうせき・かがやき,とげ・こうぶつ結晶,そうごん・でんせつ,かわいい,
